date,ambulance,heat stroke,kw_group,breathing problems,asthma attack,air quality,chest pain,hospital wait time,emergency room
2016-01-24,,,air quality_chest pain,,,6.0,37.0,,
2016-01-24,26.0,0.0,ambulance_heat stroke,,,,,,
2016-01-31,,,hospital wait time_emergency room,,,,,0.0,48.0
2016-01-31,,,breathing problems_asthma attack,72.0,48.0,,,,
2016-01-31,31.0,0.0,ambulance_heat stroke,,,,,,
2016-01-31,,,air quality_chest pain,,,8.0,35.0,,
2016-02-07,30.0,0.0,ambulance_heat stroke,,,,,,
2016-02-07,,,breathing problems_asthma attack,66.0,50.0,,,,
2016-02-07,,,air quality_chest pain,,,7.0,39.0,,
2016-02-07,,,hospital wait time_emergency room,,,,,0.0,56.0
2016-02-14,,,air quality_chest pain,,,8.0,36.0,,
2016-02-14,,,breathing problems_asthma attack,64.0,76.0,,,,
2016-02-14,27.0,0.0,ambulance_heat stroke,,,,,,
2016-02-14,,,hospital wait time_emergency room,,,,,22.0,77.0
2016-02-21,,,breathing problems_asthma attack,67.0,74.0,,,,
2016-02-21,,,hospital wait time_emergency room,,,,,24.0,54.0
2016-02-21,,,air quality_chest pain,,,8.0,39.0,,
2016-02-21,31.0,0.0,ambulance_heat stroke,,,,,,
2016-02-28,,,hospital wait time_emergency room,,,,,42.0,55.0
2016-02-28,,,breathing problems_asthma attack,46.0,0.0,,,,
2016-02-28,,,air quality_chest pain,,,7.0,37.0,,
2016-02-28,29.0,0.0,ambulance_heat stroke,,,,,,
2016-03-06,,,hospital wait time_emergency room,,,,,33.0,78.0
2016-03-06,,,breathing problems_asthma attack,53.0,52.0,,,,
2016-03-06,,,air quality_chest pain,,,9.0,35.0,,
2016-03-06,30.0,3.0,ambulance_heat stroke,,,,,,
2016-03-13,,,breathing problems_asthma attack,61.0,49.0,,,,
2016-03-13,,,air quality_chest pain,,,9.0,43.0,,
2016-03-13,,,hospital wait time_emergency room,,,,,21.0,70.0
2016-03-13,32.0,2.0,ambulance_heat stroke,,,,,,
2016-03-20,28.0,0.0,ambulance_heat stroke,,,,,,
2016-03-20,,,breathing problems_asthma attack,0.0,0.0,,,,
2016-03-20,,,air quality_chest pain,,,9.0,34.0,,
2016-03-20,,,hospital wait time_emergency room,,,,,30.0,57.0
2016-03-27,28.0,2.0,ambulance_heat stroke,,,,,,
2016-03-27,,,hospital wait time_emergency room,,,,,45.0,22.0
2016-03-27,,,breathing problems_asthma attack,0.0,76.0,,,,
2016-03-27,,,air quality_chest pain,,,8.0,36.0,,
2016-04-03,,,breathing problems_asthma attack,41.0,0.0,,,,
2016-04-03,,,air quality_chest pain,,,8.0,38.0,,
2016-04-03,28.0,0.0,ambulance_heat stroke,,,,,,
2016-04-03,,,hospital wait time_emergency room,,,,,0.0,51.0
2016-04-10,,,breathing problems_asthma attack,0.0,56.0,,,,
2016-04-10,,,air quality_chest pain,,,8.0,35.0,,
2016-04-10,28.0,0.0,ambulance_heat stroke,,,,,,
2016-04-10,,,hospital wait time_emergency room,,,,,0.0,49.0
2016-04-17,,,breathing problems_asthma attack,53.0,0.0,,,,
2016-04-17,,,air quality_chest pain,,,8.0,29.0,,
2016-04-17,31.0,4.0,ambulance_heat stroke,,,,,,
2016-04-17,,,hospital wait time_emergency room,,,,,0.0,52.0
2016-04-24,27.0,3.0,ambulance_heat stroke,,,,,,
2016-04-24,,,breathing problems_asthma attack,0.0,0.0,,,,
2016-04-24,,,hospital wait time_emergency room,,,,,19.0,58.0
2016-04-24,,,air quality_chest pain,,,7.0,36.0,,
2016-05-01,,,air quality_chest pain,,,10.0,30.0,,
2016-05-01,30.0,2.0,ambulance_heat stroke,,,,,,
2016-05-01,,,breathing problems_asthma attack,48.0,0.0,,,,
2016-05-01,,,hospital wait time_emergency room,,,,,0.0,57.0
2016-05-08,,,hospital wait time_emergency room,,,,,35.0,34.0
2016-05-08,,,air quality_chest pain,,,9.0,33.0,,
2016-05-08,31.0,3.0,ambulance_heat stroke,,,,,,
2016-05-08,,,breathing problems_asthma attack,0.0,0.0,,,,
2016-05-15,30.0,2.0,ambulance_heat stroke,,,,,,
2016-05-15,,,hospital wait time_emergency room,,,,,0.0,64.0
2016-05-15,,,air quality_chest pain,,,10.0,29.0,,
2016-05-15,,,breathing problems_asthma attack,59.0,48.0,,,,
2016-05-22,,,hospital wait time_emergency room,,,,,22.0,49.0
2016-05-22,,,air quality_chest pain,,,13.0,30.0,,
2016-05-22,27.0,22.0,ambulance_heat stroke,,,,,,
2016-05-22,,,breathing problems_asthma attack,0.0,0.0,,,,
2016-05-29,,,hospital wait time_emergency room,,,,,20.0,62.0
2016-05-29,,,air quality_chest pain,,,13.0,31.0,,
2016-05-29,32.0,27.0,ambulance_heat stroke,,,,,,
2016-05-29,,,breathing problems_asthma attack,0.0,0.0,,,,
2016-06-05,,,breathing problems_asthma attack,0.0,47.0,,,,
2016-06-05,31.0,7.0,ambulance_heat stroke,,,,,,
2016-06-05,,,air quality_chest pain,,,10.0,31.0,,
2016-06-05,,,hospital wait time_emergency room,,,,,0.0,53.0
2016-06-12,,,breathing problems_asthma attack,0.0,47.0,,,,
2016-06-12,25.0,13.0,ambulance_heat stroke,,,,,,
2016-06-12,,,air quality_chest pain,,,7.0,33.0,,
2016-06-12,,,hospital wait time_emergency room,,,,,21.0,48.0
2016-06-19,30.0,28.0,ambulance_heat stroke,,,,,,
2016-06-19,,,air quality_chest pain,,,10.0,32.0,,
2016-06-19,,,hospital wait time_emergency room,,,,,28.0,46.0
2016-06-19,,,breathing problems_asthma attack,0.0,65.0,,,,
2016-06-26,,,air quality_chest pain,,,7.0,29.0,,
2016-06-26,,,hospital wait time_emergency room,,,,,28.0,40.0
2016-06-26,,,breathing problems_asthma attack,53.0,0.0,,,,
2016-06-26,28.0,21.0,ambulance_heat stroke,,,,,,
2016-07-03,31.0,24.0,ambulance_heat stroke,,,,,,
2016-07-03,,,hospital wait time_emergency room,,,,,0.0,52.0
2016-07-03,,,air quality_chest pain,,,10.0,32.0,,
2016-07-03,,,breathing problems_asthma attack,49.0,56.0,,,,
2016-07-10,28.0,24.0,ambulance_heat stroke,,,,,,
2016-07-10,,,hospital wait time_emergency room,,,,,28.0,62.0
2016-07-10,,,air quality_chest pain,,,9.0,25.0,,
2016-07-10,,,breathing problems_asthma attack,0.0,0.0,,,,
2016-07-17,,,air quality_chest pain,,,10.0,32.0,,
2016-07-17,26.0,25.0,ambulance_heat stroke,,,,,,
2016-07-17,,,hospital wait time_emergency room,,,,,0.0,42.0
2016-07-17,,,breathing problems_asthma attack,51.0,0.0,,,,
2016-07-24,,,breathing problems_asthma attack,50.0,58.0,,,,
2016-07-24,,,air quality_chest pain,,,7.0,34.0,,
2016-07-24,28.0,24.0,ambulance_heat stroke,,,,,,
2016-07-24,,,hospital wait time_emergency room,,,,,0.0,48.0
2016-07-31,,,air quality_chest pain,,,10.0,28.0,,
2016-07-31,,,hospital wait time_emergency room,,,,,28.0,53.0
2016-07-31,32.0,24.0,ambulance_heat stroke,,,,,,
2016-07-31,,,breathing problems_asthma attack,0.0,0.0,,,,
2016-08-07,,,air quality_chest pain,,,10.0,29.0,,
2016-08-07,,,hospital wait time_emergency room,,,,,23.0,50.0
2016-08-07,26.0,27.0,ambulance_heat stroke,,,,,,
2016-08-07,,,breathing problems_asthma attack,0.0,0.0,,,,
2016-08-14,,,air quality_chest pain,,,6.0,30.0,,
2016-08-14,,,breathing problems_asthma attack,52.0,0.0,,,,
2016-08-14,,,hospital wait time_emergency room,,,,,39.0,39.0
2016-08-14,28.0,8.0,ambulance_heat stroke,,,,,,
2016-08-21,,,air quality_chest pain,,,8.0,33.0,,
2016-08-21,29.0,9.0,ambulance_heat stroke,,,,,,
2016-08-21,,,hospital wait time_emergency room,,,,,31.0,63.0
2016-08-21,,,breathing problems_asthma attack,54.0,0.0,,,,
2016-08-28,29.0,6.0,ambulance_heat stroke,,,,,,
2016-08-28,,,air quality_chest pain,,,6.0,28.0,,
2016-08-28,,,hospital wait time_emergency room,,,,,31.0,40.0
2016-08-28,,,breathing problems_asthma attack,61.0,0.0,,,,
2016-09-04,,,hospital wait time_emergency room,,,,,34.0,41.0
2016-09-04,30.0,12.0,ambulance_heat stroke,,,,,,
2016-09-04,,,breathing problems_asthma attack,58.0,0.0,,,,
2016-09-04,,,air quality_chest pain,,,6.0,29.0,,
2016-09-11,28.0,2.0,ambulance_heat stroke,,,,,,
2016-09-11,,,breathing problems_asthma attack,0.0,68.0,,,,
2016-09-11,,,air quality_chest pain,,,7.0,30.0,,
2016-09-11,,,hospital wait time_emergency room,,,,,0.0,45.0
2016-09-18,,,hospital wait time_emergency room,,,,,0.0,36.0
2016-09-18,,,air quality_chest pain,,,7.0,31.0,,
2016-09-18,,,breathing problems_asthma attack,0.0,0.0,,,,
2016-09-18,31.0,0.0,ambulance_heat stroke,,,,,,
2016-09-25,29.0,2.0,ambulance_heat stroke,,,,,,
2016-09-25,,,breathing problems_asthma attack,56.0,45.0,,,,
2016-09-25,,,hospital wait time_emergency room,,,,,0.0,44.0
2016-09-25,,,air quality_chest pain,,,7.0,34.0,,
2016-10-02,29.0,0.0,ambulance_heat stroke,,,,,,
2016-10-02,,,breathing problems_asthma attack,69.0,56.0,,,,
2016-10-02,,,air quality_chest pain,,,8.0,36.0,,
2016-10-02,,,hospital wait time_emergency room,,,,,27.0,44.0
2016-10-09,30.0,0.0,ambulance_heat stroke,,,,,,
2016-10-09,,,breathing problems_asthma attack,0.0,64.0,,,,
2016-10-09,,,air quality_chest pain,,,7.0,34.0,,
2016-10-09,,,hospital wait time_emergency room,,,,,0.0,68.0
2016-10-16,29.0,0.0,ambulance_heat stroke,,,,,,
2016-10-16,,,air quality_chest pain,,,9.0,37.0,,
2016-10-16,,,breathing problems_asthma attack,0.0,0.0,,,,
2016-10-16,,,hospital wait time_emergency room,,,,,0.0,58.0
2016-10-23,27.0,0.0,ambulance_heat stroke,,,,,,
2016-10-23,,,air quality_chest pain,,,7.0,30.0,,
2016-10-23,,,hospital wait time_emergency room,,,,,33.0,64.0
2016-10-23,,,breathing problems_asthma attack,62.0,0.0,,,,
2016-10-30,,,hospital wait time_emergency room,,,,,28.0,57.0
2016-10-30,28.0,0.0,ambulance_heat stroke,,,,,,
2016-10-30,,,breathing problems_asthma attack,70.0,0.0,,,,
2016-10-30,,,air quality_chest pain,,,8.0,35.0,,
2016-11-06,27.0,0.0,ambulance_heat stroke,,,,,,
2016-11-06,,,breathing problems_asthma attack,0.0,43.0,,,,
2016-11-06,,,air quality_chest pain,,,12.0,36.0,,
2016-11-06,,,hospital wait time_emergency room,,,,,0.0,59.0
2016-11-13,29.0,0.0,ambulance_heat stroke,,,,,,
2016-11-13,,,hospital wait time_emergency room,,,,,29.0,54.0
2016-11-13,,,air quality_chest pain,,,10.0,37.0,,
2016-11-13,,,breathing problems_asthma attack,0.0,52.0,,,,
2016-11-20,,,air quality_chest pain,,,9.0,36.0,,
2016-11-20,26.0,0.0,ambulance_heat stroke,,,,,,
2016-11-20,,,breathing problems_asthma attack,58.0,69.0,,,,
2016-11-20,,,hospital wait time_emergency room,,,,,0.0,64.0
2016-11-27,,,hospital wait time_emergency room,,,,,27.0,65.0
2016-11-27,24.0,0.0,ambulance_heat stroke,,,,,,
2016-11-27,,,air quality_chest pain,,,8.0,34.0,,
2016-11-27,,,breathing problems_asthma attack,0.0,100.0,,,,
2016-12-04,,,hospital wait time_emergency room,,,,,30.0,66.0
2016-12-04,,,breathing problems_asthma attack,0.0,53.0,,,,
2016-12-04,,,air quality_chest pain,,,9.0,35.0,,
2016-12-04,24.0,0.0,ambulance_heat stroke,,,,,,
2016-12-11,,,breathing problems_asthma attack,0.0,66.0,,,,
2016-12-11,,,hospital wait time_emergency room,,,,,0.0,53.0
2016-12-11,,,air quality_chest pain,,,7.0,36.0,,
2016-12-11,24.0,0.0,ambulance_heat stroke,,,,,,
2016-12-18,,,hospital wait time_emergency room,,,,,25.0,56.0
2016-12-18,,,air quality_chest pain,,,10.0,36.0,,
2016-12-18,21.0,0.0,ambulance_heat stroke,,,,,,
2016-12-18,,,breathing problems_asthma attack,48.0,0.0,,,,
2016-12-25,,,hospital wait time_emergency room,,,,,47.0,53.0
2016-12-25,,,breathing problems_asthma attack,0.0,78.0,,,,
2016-12-25,18.0,0.0,ambulance_heat stroke,,,,,,
2016-12-25,,,air quality_chest pain,,,5.0,41.0,,
2017-01-01,,,air quality_chest pain,,,13.0,46.0,,
2017-01-01,25.0,0.0,ambulance_heat stroke,,,,,,
2017-01-01,,,hospital wait time_emergency room,,,,,37.0,87.0
2017-01-01,,,breathing problems_asthma attack,59.0,0.0,,,,
2017-01-08,,,air quality_chest pain,,,11.0,39.0,,
2017-01-08,,,hospital wait time_emergency room,,,,,21.0,72.0
2017-01-08,,,breathing problems_asthma attack,0.0,0.0,,,,
2017-01-08,30.0,0.0,ambulance_heat stroke,,,,,,
2017-01-15,30.0,0.0,ambulance_heat stroke,,,,,,
2017-01-15,,,breathing problems_asthma attack,56.0,48.0,,,,
2017-01-15,,,hospital wait time_emergency room,,,,,22.0,72.0
2017-01-15,,,air quality_chest pain,,,10.0,36.0,,
2017-01-22,,,breathing problems_asthma attack,53.0,40.0,,,,
2017-01-22,,,hospital wait time_emergency room,,,,,26.0,53.0
2017-01-22,,,air quality_chest pain,,,11.0,38.0,,
2017-01-22,31.0,0.0,ambulance_heat stroke,,,,,,
2017-01-29,,,hospital wait time_emergency room,,,,,0.0,63.0
2017-01-29,,,breathing problems_asthma attack,46.0,41.0,,,,
2017-01-29,,,air quality_chest pain,,,8.0,39.0,,
2017-01-29,27.0,0.0,ambulance_heat stroke,,,,,,
2017-02-05,,,hospital wait time_emergency room,,,,,26.0,50.0
2017-02-05,,,breathing problems_asthma attack,45.0,45.0,,,,
2017-02-05,,,air quality_chest pain,,,10.0,41.0,,
2017-02-05,27.0,0.0,ambulance_heat stroke,,,,,,
2017-02-12,,,hospital wait time_emergency room,,,,,22.0,70.0
2017-02-12,,,air quality_chest pain,,,10.0,40.0,,
2017-02-12,,,breathing problems_asthma attack,91.0,64.0,,,,
2017-02-12,28.0,0.0,ambulance_heat stroke,,,,,,
2017-02-19,,,air quality_chest pain,,,8.0,41.0,,
2017-02-19,29.0,0.0,ambulance_heat stroke,,,,,,
2017-02-19,,,hospital wait time_emergency room,,,,,37.0,83.0
2017-02-19,,,breathing problems_asthma attack,46.0,0.0,,,,
2017-02-26,,,air quality_chest pain,,,9.0,35.0,,
2017-02-26,,,breathing problems_asthma attack,55.0,46.0,,,,
2017-02-26,28.0,2.0,ambulance_heat stroke,,,,,,
2017-02-26,,,hospital wait time_emergency room,,,,,39.0,58.0
2017-03-05,29.0,0.0,ambulance_heat stroke,,,,,,
2017-03-05,,,hospital wait time_emergency room,,,,,32.0,72.0
2017-03-05,,,breathing problems_asthma attack,0.0,55.0,,,,
2017-03-05,,,air quality_chest pain,,,8.0,37.0,,
2017-03-12,,,breathing problems_asthma attack,0.0,70.0,,,,
2017-03-12,31.0,2.0,ambulance_heat stroke,,,,,,
2017-03-12,,,air quality_chest pain,,,7.0,36.0,,
2017-03-12,,,hospital wait time_emergency room,,,,,36.0,58.0
2017-03-19,,,breathing problems_asthma attack,46.0,44.0,,,,
2017-03-19,30.0,0.0,ambulance_heat stroke,,,,,,
2017-03-19,,,hospital wait time_emergency room,,,,,29.0,76.0
2017-03-19,,,air quality_chest pain,,,9.0,39.0,,
2017-03-26,,,hospital wait time_emergency room,,,,,38.0,85.0
2017-03-26,29.0,5.0,ambulance_heat stroke,,,,,,
2017-03-26,,,breathing problems_asthma attack,0.0,0.0,,,,
2017-03-26,,,air quality_chest pain,,,10.0,36.0,,
2017-04-02,,,breathing problems_asthma attack,65.0,54.0,,,,
2017-04-02,,,air quality_chest pain,,,10.0,34.0,,
2017-04-02,31.0,2.0,ambulance_heat stroke,,,,,,
2017-04-02,,,hospital wait time_emergency room,,,,,27.0,59.0
2017-04-09,,,hospital wait time_emergency room,,,,,34.0,56.0
2017-04-09,28.0,4.0,ambulance_heat stroke,,,,,,
2017-04-09,,,breathing problems_asthma attack,97.0,0.0,,,,
2017-04-09,,,air quality_chest pain,,,8.0,38.0,,
2017-04-16,26.0,0.0,ambulance_heat stroke,,,,,,
2017-04-16,,,breathing problems_asthma attack,0.0,55.0,,,,
2017-04-16,,,air quality_chest pain,,,9.0,35.0,,
2017-04-16,,,hospital wait time_emergency room,,,,,34.0,74.0
2017-04-23,,,breathing problems_asthma attack,63.0,0.0,,,,
2017-04-23,,,air quality_chest pain,,,11.0,36.0,,
2017-04-23,28.0,3.0,ambulance_heat stroke,,,,,,
2017-04-23,,,hospital wait time_emergency room,,,,,32.0,52.0
2017-04-30,,,breathing problems_asthma attack,0.0,0.0,,,,
2017-04-30,31.0,2.0,ambulance_heat stroke,,,,,,
2017-04-30,,,hospital wait time_emergency room,,,,,25.0,53.0
2017-04-30,,,air quality_chest pain,,,10.0,32.0,,
2017-05-07,,,breathing problems_asthma attack,83.0,54.0,,,,
2017-05-07,,,hospital wait time_emergency room,,,,,34.0,53.0
2017-05-07,,,air quality_chest pain,,,7.0,33.0,,
2017-05-07,33.0,3.0,ambulance_heat stroke,,,,,,
2017-05-14,,,breathing problems_asthma attack,62.0,81.0,,,,
2017-05-14,,,air quality_chest pain,,,8.0,33.0,,
2017-05-14,,,hospital wait time_emergency room,,,,,29.0,68.0
2017-05-14,32.0,10.0,ambulance_heat stroke,,,,,,
2017-05-21,,,breathing problems_asthma attack,0.0,63.0,,,,
2017-05-21,23.0,4.0,ambulance_heat stroke,,,,,,
2017-05-21,,,hospital wait time_emergency room,,,,,34.0,50.0
2017-05-21,,,air quality_chest pain,,,8.0,31.0,,
2017-05-28,36.0,5.0,ambulance_heat stroke,,,,,,
2017-05-28,,,hospital wait time_emergency room,,,,,27.0,44.0
2017-05-28,,,breathing problems_asthma attack,0.0,0.0,,,,
2017-05-28,,,air quality_chest pain,,,10.0,36.0,,
2017-06-04,,,air quality_chest pain,,,12.0,36.0,,
2017-06-04,,,hospital wait time_emergency room,,,,,31.0,39.0
2017-06-04,,,breathing problems_asthma attack,0.0,0.0,,,,
2017-06-04,32.0,9.0,ambulance_heat stroke,,,,,,
2017-06-11,,,hospital wait time_emergency room,,,,,22.0,66.0
2017-06-11,30.0,32.0,ambulance_heat stroke,,,,,,
2017-06-11,,,breathing problems_asthma attack,60.0,55.0,,,,
2017-06-11,,,air quality_chest pain,,,10.0,31.0,,
2017-06-18,,,hospital wait time_emergency room,,,,,0.0,63.0
2017-06-18,,,breathing problems_asthma attack,0.0,60.0,,,,
2017-06-18,29.0,9.0,ambulance_heat stroke,,,,,,
2017-06-18,,,air quality_chest pain,,,8.0,33.0,,
2017-06-25,,,hospital wait time_emergency room,,,,,31.0,45.0
2017-06-25,,,breathing problems_asthma attack,57.0,0.0,,,,
2017-06-25,28.0,4.0,ambulance_heat stroke,,,,,,
2017-06-25,,,air quality_chest pain,,,8.0,35.0,,
2017-07-02,,,air quality_chest pain,,,6.0,35.0,,
2017-07-02,,,hospital wait time_emergency room,,,,,29.0,61.0
2017-07-02,,,breathing problems_asthma attack,67.0,0.0,,,,
2017-07-02,27.0,17.0,ambulance_heat stroke,,,,,,
2017-07-09,,,hospital wait time_emergency room,,,,,28.0,71.0
2017-07-09,,,air quality_chest pain,,,15.0,36.0,,
2017-07-09,32.0,11.0,ambulance_heat stroke,,,,,,
2017-07-09,,,breathing problems_asthma attack,47.0,69.0,,,,
2017-07-16,,,air quality_chest pain,,,20.0,36.0,,
2017-07-16,,,hospital wait time_emergency room,,,,,21.0,71.0
2017-07-16,25.0,17.0,ambulance_heat stroke,,,,,,
2017-07-16,,,breathing problems_asthma attack,0.0,0.0,,,,
2017-07-23,,,air quality_chest pain,,,10.0,37.0,,
2017-07-23,32.0,7.0,ambulance_heat stroke,,,,,,
2017-07-23,,,hospital wait time_emergency room,,,,,36.0,51.0
2017-07-23,,,breathing problems_asthma attack,74.0,0.0,,,,
2017-07-30,,,hospital wait time_emergency room,,,,,0.0,48.0
2017-07-30,,,breathing problems_asthma attack,0.0,0.0,,,,
2017-07-30,,,air quality_chest pain,,,23.0,34.0,,
2017-07-30,27.0,21.0,ambulance_heat stroke,,,,,,
2017-08-06,,,breathing problems_asthma attack,67.0,0.0,,,,
2017-08-06,,,hospital wait time_emergency room,,,,,25.0,70.0
2017-08-06,27.0,5.0,ambulance_heat stroke,,,,,,
2017-08-06,,,air quality_chest pain,,,23.0,37.0,,
2017-08-13,,,air quality_chest pain,,,15.0,37.0,,
2017-08-13,,,breathing problems_asthma attack,53.0,47.0,,,,
2017-08-13,28.0,6.0,ambulance_heat stroke,,,,,,
2017-08-13,,,hospital wait time_emergency room,,,,,45.0,52.0
2017-08-20,,,breathing problems_asthma attack,44.0,0.0,,,,
2017-08-20,,,hospital wait time_emergency room,,,,,33.0,54.0
2017-08-20,26.0,5.0,ambulance_heat stroke,,,,,,
2017-08-20,,,air quality_chest pain,,,11.0,38.0,,
2017-08-27,,,hospital wait time_emergency room,,,,,31.0,63.0
2017-08-27,27.0,2.0,ambulance_heat stroke,,,,,,
2017-08-27,,,breathing problems_asthma attack,64.0,63.0,,,,
2017-08-27,,,air quality_chest pain,,,9.0,37.0,,
2017-09-03,25.0,2.0,ambulance_heat stroke,,,,,,
2017-09-03,,,breathing problems_asthma attack,45.0,0.0,,,,
2017-09-03,,,hospital wait time_emergency room,,,,,21.0,58.0
2017-09-03,,,air quality_chest pain,,,14.0,34.0,,
2017-09-10,,,hospital wait time_emergency room,,,,,35.0,52.0
2017-09-10,29.0,3.0,ambulance_heat stroke,,,,,,
2017-09-10,,,air quality_chest pain,,,7.0,35.0,,
2017-09-10,,,breathing problems_asthma attack,42.0,61.0,,,,
2017-09-17,,,hospital wait time_emergency room,,,,,32.0,61.0
2017-09-17,,,breathing problems_asthma attack,48.0,63.0,,,,
2017-09-17,28.0,10.0,ambulance_heat stroke,,,,,,
2017-09-17,,,air quality_chest pain,,,9.0,35.0,,
2017-09-24,28.0,28.0,ambulance_heat stroke,,,,,,
2017-09-24,,,breathing problems_asthma attack,0.0,43.0,,,,
2017-09-24,,,hospital wait time_emergency room,,,,,31.0,63.0
2017-09-24,,,air quality_chest pain,,,12.0,36.0,,
2017-10-01,,,breathing problems_asthma attack,46.0,55.0,,,,
2017-10-01,,,hospital wait time_emergency room,,,,,33.0,63.0
2017-10-01,,,air quality_chest pain,,,9.0,33.0,,
2017-10-01,24.0,2.0,ambulance_heat stroke,,,,,,
2017-10-08,25.0,0.0,ambulance_heat stroke,,,,,,
2017-10-08,,,breathing problems_asthma attack,0.0,75.0,,,,
2017-10-08,,,air quality_chest pain,,,8.0,39.0,,
2017-10-08,,,hospital wait time_emergency room,,,,,25.0,44.0
2017-10-15,,,breathing problems_asthma attack,58.0,55.0,,,,
2017-10-15,26.0,0.0,ambulance_heat stroke,,,,,,
2017-10-15,,,hospital wait time_emergency room,,,,,52.0,61.0
2017-10-15,,,air quality_chest pain,,,13.0,40.0,,
2017-10-22,,,breathing problems_asthma attack,0.0,62.0,,,,
2017-10-22,,,hospital wait time_emergency room,,,,,30.0,62.0
2017-10-22,,,air quality_chest pain,,,10.0,34.0,,
2017-10-22,23.0,2.0,ambulance_heat stroke,,,,,,
2017-10-29,,,breathing problems_asthma attack,70.0,0.0,,,,
2017-10-29,,,hospital wait time_emergency room,,,,,0.0,54.0
2017-10-29,,,air quality_chest pain,,,11.0,36.0,,
2017-10-29,26.0,0.0,ambulance_heat stroke,,,,,,
2017-11-05,,,hospital wait time_emergency room,,,,,37.0,66.0
2017-11-05,,,breathing problems_asthma attack,67.0,46.0,,,,
2017-11-05,,,air quality_chest pain,,,11.0,36.0,,
2017-11-05,26.0,0.0,ambulance_heat stroke,,,,,,
2017-11-12,,,breathing problems_asthma attack,0.0,64.0,,,,
2017-11-12,,,air quality_chest pain,,,13.0,38.0,,
2017-11-12,,,hospital wait time_emergency room,,,,,44.0,64.0
2017-11-12,26.0,2.0,ambulance_heat stroke,,,,,,
2017-11-19,25.0,0.0,ambulance_heat stroke,,,,,,
2017-11-19,,,breathing problems_asthma attack,39.0,68.0,,,,
2017-11-19,,,air quality_chest pain,,,8.0,38.0,,
2017-11-19,,,hospital wait time_emergency room,,,,,39.0,29.0
2017-11-26,,,breathing problems_asthma attack,48.0,54.0,,,,
2017-11-26,,,hospital wait time_emergency room,,,,,20.0,57.0
2017-11-26,27.0,0.0,ambulance_heat stroke,,,,,,
2017-11-26,,,air quality_chest pain,,,9.0,31.0,,
2017-12-03,,,breathing problems_asthma attack,0.0,47.0,,,,
2017-12-03,,,hospital wait time_emergency room,,,,,41.0,56.0
2017-12-03,24.0,0.0,ambulance_heat stroke,,,,,,
2017-12-03,,,air quality_chest pain,,,10.0,36.0,,
2017-12-10,,,breathing problems_asthma attack,0.0,45.0,,,,
2017-12-10,26.0,0.0,ambulance_heat stroke,,,,,,
2017-12-10,,,hospital wait time_emergency room,,,,,38.0,70.0
2017-12-10,,,air quality_chest pain,,,9.0,38.0,,
2017-12-17,,,air quality_chest pain,,,9.0,36.0,,
2017-12-17,21.0,0.0,ambulance_heat stroke,,,,,,
2017-12-17,,,breathing problems_asthma attack,0.0,0.0,,,,
2017-12-17,,,hospital wait time_emergency room,,,,,44.0,57.0
2017-12-24,,,air quality_chest pain,,,7.0,40.0,,
2017-12-24,,,breathing problems_asthma attack,0.0,0.0,,,,
2017-12-24,,,hospital wait time_emergency room,,,,,57.0,68.0
2017-12-24,18.0,0.0,ambulance_heat stroke,,,,,,
2017-12-31,,,hospital wait time_emergency room,,,,,54.0,56.0
2017-12-31,,,air quality_chest pain,,,6.0,43.0,,
2017-12-31,,,breathing problems_asthma attack,52.0,87.0,,,,
2017-12-31,21.0,0.0,ambulance_heat stroke,,,,,,
2018-01-07,,,hospital wait time_emergency room,,,,,38.0,87.0
2018-01-07,,,breathing problems_asthma attack,57.0,78.0,,,,
2018-01-07,28.0,0.0,ambulance_heat stroke,,,,,,
2018-01-07,,,air quality_chest pain,,,8.0,38.0,,
2018-01-14,,,hospital wait time_emergency room,,,,,41.0,42.0
2018-01-14,28.0,2.0,ambulance_heat stroke,,,,,,
2018-01-14,,,air quality_chest pain,,,9.0,42.0,,
2018-01-14,,,breathing problems_asthma attack,50.0,68.0,,,,
2018-01-21,,,breathing problems_asthma attack,83.0,59.0,,,,
2018-01-21,,,air quality_chest pain,,,13.0,40.0,,
2018-01-21,30.0,2.0,ambulance_heat stroke,,,,,,
2018-01-21,,,hospital wait time_emergency room,,,,,39.0,53.0
2018-01-28,,,hospital wait time_emergency room,,,,,38.0,68.0
2018-01-28,29.0,0.0,ambulance_heat stroke,,,,,,
2018-01-28,,,air quality_chest pain,,,9.0,42.0,,
2018-01-28,,,breathing problems_asthma attack,46.0,43.0,,,,
2018-02-04,,,breathing problems_asthma attack,56.0,52.0,,,,
2018-02-04,30.0,1.0,ambulance_heat stroke,,,,,,
2018-02-04,,,air quality_chest pain,,,8.0,45.0,,
2018-02-04,,,hospital wait time_emergency room,,,,,35.0,67.0
2018-02-11,,,breathing problems_asthma attack,86.0,47.0,,,,
2018-02-11,,,air quality_chest pain,,,9.0,45.0,,
2018-02-11,27.0,2.0,ambulance_heat stroke,,,,,,
2018-02-11,,,hospital wait time_emergency room,,,,,39.0,55.0
2018-02-18,,,breathing problems_asthma attack,69.0,0.0,,,,
2018-02-18,,,air quality_chest pain,,,8.0,47.0,,
2018-02-18,,,hospital wait time_emergency room,,,,,47.0,74.0
2018-02-18,25.0,0.0,ambulance_heat stroke,,,,,,
2018-02-25,,,hospital wait time_emergency room,,,,,35.0,53.0
